NAMA_PROVINSI,NAMA_KABUPATEN,NAMA_KECAMATAN,NAMA_DESA,Data_Tahun,Jumlah
JAWA BARAT, BOGOR,GUNUNG PUTRI,WANAHERANG,2019,3
JAWA BARAT, BOGOR,GUNUNG PUTRI,BOJONG KULUR,2019,2
JAWA BARAT, BOGOR,GUNUNG PUTRI,CIANGSANA,2019,27
JAWA BARAT, BOGOR,GUNUNG PUTRI,GUNUNG PUTRI,2019,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,BOJONG NANGKA,2019,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,TLAJUNG UDIK,2019,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,CICADAS,2019,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,CIKEAS UDIK,2019,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,NAGRAK,2019,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,KARANGGAN,2019,0
JAWA BARAT, BOGOR,CITEUREUP,PUSPASARI,2019,0
JAWA BARAT, BOGOR,CITEUREUP,CITEUREUP,2019,35
JAWA BARAT, BOGOR,CITEUREUP,LEUWINUTUG,2019,2
JAWA BARAT, BOGOR,CITEUREUP,TAJUR,2019,0
JAWA BARAT, BOGOR,CITEUREUP,SANJA,2019,32
JAWA BARAT, BOGOR,CITEUREUP,KARANG ASEM TIMUR,2019,0
JAWA BARAT, BOGOR,CITEUREUP,TARIKOLOT,2019,16
JAWA BARAT, BOGOR,CITEUREUP,GUNUNGSARI,2019,0
JAWA BARAT, BOGOR,CITEUREUP,TANGKIL,2019,0
JAWA BARAT, BOGOR,CITEUREUP,SUKAHATI,2019,0
JAWA BARAT, BOGOR,CITEUREUP,HAMBALANG,2019,2
JAWA BARAT, BOGOR,CITEUREUP,PASIRMUKTI,2019,0
JAWA BARAT, BOGOR,SUKARAJA,GUNUNGGEULIS,2019,0
JAWA BARAT, BOGOR,SUKARAJA,CILEBUT TIMUR,2019,0
JAWA BARAT, BOGOR,SUKARAJA,CILEBUT BARAT,2019,0
JAWA BARAT, BOGOR,SUKARAJA,CIBANON,2019,0
JAWA BARAT, BOGOR,SUKARAJA,NAGRAK,2019,0
JAWA BARAT, BOGOR,SUKARAJA,SUKATANI,2019,1
JAWA BARAT, BOGOR,SUKARAJA,SUKARAJA,2019,6
JAWA BARAT, BOGOR,SUKARAJA,CIKEAS,2019,2
JAWA BARAT, BOGOR,SUKARAJA,PASIR JAMBU,2019,0
JAWA BARAT, BOGOR,SUKARAJA,CIMANDALA,2019,1
JAWA BARAT, BOGOR,SUKARAJA,CIJUJUNG,2019,0
JAWA BARAT, BOGOR,SUKARAJA,CADASNGAMPAR,2019,0
JAWA BARAT, BOGOR,SUKARAJA,PASIRLAJA,2019,0
JAWA BARAT, BOGOR,BABAKAN MADANG,CIJAYANTI,2019,0
JAWA BARAT, BOGOR,BABAKAN MADANG,SUMURBATU,2019,0
JAWA BARAT, BOGOR,BABAKAN MADANG,SENTUL,2019,0
JAWA BARAT, BOGOR,BABAKAN MADANG,KARANGTENGAH,2019,0
JAWA BARAT, BOGOR,BABAKAN MADANG,CIPAMBUAN,2019,0
JAWA BARAT, BOGOR,BABAKAN MADANG,KADUMANGGU,2019,0
JAWA BARAT, BOGOR,BABAKAN MADANG,CITARINGGUL,2019,0
JAWA BARAT, BOGOR,BABAKAN MADANG,BABAKAN MADANG,2019,0
JAWA BARAT, BOGOR,BABAKAN MADANG,BOJONG KONENG,2019,0
JAWA BARAT, BOGOR,JONGGOL,SUKAMAJU,2019,0
JAWA BARAT, BOGOR,JONGGOL,SIRNAGALIH,2019,3
JAWA BARAT, BOGOR,JONGGOL,SINGAJAYA,2019,0
JAWA BARAT, BOGOR,JONGGOL,SUKASIRNA,2019,2
JAWA BARAT, BOGOR,JONGGOL,SUKANEGARA,2019,1
JAWA BARAT, BOGOR,JONGGOL,SUKAMANAH,2019,0
JAWA BARAT, BOGOR,JONGGOL,WENINGGALIH,2019,2
JAWA BARAT, BOGOR,JONGGOL,CIBODAS,2019,0
JAWA BARAT, BOGOR,JONGGOL,JONGGOL,2019,0
JAWA BARAT, BOGOR,JONGGOL,BENDUNGAN,2019,11
JAWA BARAT, BOGOR,JONGGOL,SINGASARI,2019,0
JAWA BARAT, BOGOR,JONGGOL,BALEKAMBANG,2019,0
JAWA BARAT, BOGOR,JONGGOL,SUKAJAYA,2019,14
JAWA BARAT, BOGOR,JONGGOL,SUKAGALIH,2019,0
JAWA BARAT, BOGOR,CILEUNGSI,PASIRANGIN,2019,0
JAWA BARAT, BOGOR,CILEUNGSI,MEKARSARI,2019,0
JAWA BARAT, BOGOR,CILEUNGSI,MAMPIR,2019,2
JAWA BARAT, BOGOR,CILEUNGSI,DAYEUH,2019,0
JAWA BARAT, BOGOR,CILEUNGSI,GANDOANG,2019,43
JAWA BARAT, BOGOR,CILEUNGSI,JATISARI,2019,0
JAWA BARAT, BOGOR,CILEUNGSI,CILEUNGSI KIDUL,2019,0
JAWA BARAT, BOGOR,CILEUNGSI,CIPEUCANG,2019,0
JAWA BARAT, BOGOR,CILEUNGSI,SITUSARI,2019,0
JAWA BARAT, BOGOR,CILEUNGSI,CIPENJO,2019,15
JAWA BARAT, BOGOR,CILEUNGSI,LIMUSNUNGGAL,2019,0
JAWA BARAT, BOGOR,CILEUNGSI,CILEUNGSI,2019,0
JAWA BARAT, BOGOR,CARIU,KARYAMEKAR,2019,0
JAWA BARAT, BOGOR,CARIU,BABAKANRADEN,2019,0
JAWA BARAT, BOGOR,CARIU,CIKUTAMAHI,2019,0
JAWA BARAT, BOGOR,CARIU,KUTAMEKAR,2019,0
JAWA BARAT, BOGOR,CARIU,CARIU,2019,0
JAWA BARAT, BOGOR,CARIU,MEKARWANGI,2019,0
JAWA BARAT, BOGOR,CARIU,BANTARKUNING,2019,0
JAWA BARAT, BOGOR,CARIU,SUKAJADI,2019,0
JAWA BARAT, BOGOR,CARIU,TEGALPANJANG,2019,0
JAWA BARAT, BOGOR,CARIU,CIBATUTIGA,2019,0
JAWA BARAT, BOGOR,SUKAMAKMUR,WARGAJAYA,2019,0
JAWA BARAT, BOGOR,SUKAMAKMUR,PABUARAN,2019,0
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKADAMAI,2019,0
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKAWANGI,2019,0
JAWA BARAT, BOGOR,SUKAMAKMUR,CIBADAK,2019,0
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKARESMI,2019,0
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKAMULYA,2019,0
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKAHARJA,2019,78
JAWA BARAT, BOGOR,SUKAMAKMUR,SIRNAJAYA,2019,2
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKAMAKMUR,2019,0
JAWA BARAT, BOGOR,PARUNG,PARUNG,2019,0
JAWA BARAT, BOGOR,PARUNG,IWUL,2019,0
JAWA BARAT, BOGOR,PARUNG,BOJONGSEMPU,2019,0
JAWA BARAT, BOGOR,PARUNG,WARU,2019,0
JAWA BARAT, BOGOR,PARUNG,COGREG,2019,26
JAWA BARAT, BOGOR,PARUNG,PAMEGARSARI,2019,65
JAWA BARAT, BOGOR,PARUNG,WARUJAYA,2019,0
JAWA BARAT, BOGOR,PARUNG,BOJONGINDAH,2019,0
JAWA BARAT, BOGOR,PARUNG,JABONMEKAR,2019,0
JAWA BARAT, BOGOR,GUNUNG SINDUR,CIDOKOM,2019,28
JAWA BARAT, BOGOR,GUNUNG SINDUR,PADURENAN,2019,8
JAWA BARAT, BOGOR,GUNUNG SINDUR,PENGASINAN,2019,0
JAWA BARAT, BOGOR,GUNUNG SINDUR,CURUG,2019,0
JAWA BARAT, BOGOR,GUNUNG SINDUR,GUNUNGSINDUR,2019,70
JAWA BARAT, BOGOR,GUNUNG SINDUR,JAMPANG,2019,60
JAWA BARAT, BOGOR,GUNUNG SINDUR,CIBADUNG,2019,67
JAWA BARAT, BOGOR,GUNUNG SINDUR,CIBINONG,2019,20
JAWA BARAT, BOGOR,GUNUNG SINDUR,RAWAKALONG,2019,0
JAWA BARAT, BOGOR,GUNUNG SINDUR,PABUARAN,2019,61
JAWA BARAT, BOGOR,KEMANG,BOJONG,2019,18
JAWA BARAT, BOGOR,KEMANG,PARAKANJAYA,2019,0
JAWA BARAT, BOGOR,KEMANG,KEMANG,2019,2
JAWA BARAT, BOGOR,KEMANG,PABUARAN,2019,2
JAWA BARAT, BOGOR,KEMANG,SEMPLAK BARAT,2019,5
JAWA BARAT, BOGOR,KEMANG,JAMPANG,2019,0
JAWA BARAT, BOGOR,KEMANG,PONDOK UDIK,2019,215
JAWA BARAT, BOGOR,KEMANG,TEGAL,2019,2
JAWA BARAT, BOGOR,BOJONG GEDE,BOJONGBARU,2019,2
JAWA BARAT, BOGOR,BOJONG GEDE,CIMANGGIS,2019,2
JAWA BARAT, BOGOR,BOJONG GEDE,SUSUKAN,2019,420
JAWA BARAT, BOGOR,BOJONG GEDE,RAGAJAYA,2019,2
JAWA BARAT, BOGOR,BOJONG GEDE,KEDUNGWARINGIN,2019,7
JAWA BARAT, BOGOR,BOJONG GEDE,WARINGINJAYA,2019,2
JAWA BARAT, BOGOR,BOJONG GEDE,RAWAPANJANG,2019,1
JAWA BARAT, BOGOR,BOJONG GEDE,BOJONGGEDE,2019,2
JAWA BARAT, BOGOR,LEUWILIANG,LEUWILIANG,2019,0
JAWA BARAT, BOGOR,LEUWILIANG,PURASARI,2019,0
JAWA BARAT, BOGOR,LEUWILIANG,KARYASARI,2019,0
JAWA BARAT, BOGOR,LEUWILIANG,PABANGBON,2019,0
JAWA BARAT, BOGOR,LEUWILIANG,KARACAK,2019,0
JAWA BARAT, BOGOR,LEUWILIANG,BARENGKOK,2019,6
JAWA BARAT, BOGOR,LEUWILIANG,LEUWIMEKAR,2019,0
JAWA BARAT, BOGOR,LEUWILIANG,PURASEDA,2019,0
JAWA BARAT, BOGOR,LEUWILIANG,CIBEBER I,2019,0
JAWA BARAT, BOGOR,LEUWILIANG,CIBEBER II,2019,2
JAWA BARAT, BOGOR,LEUWILIANG,KAREHKEL,2019,0
JAWA BARAT, BOGOR,CIAMPEA,CIAMPEA,2019,0
JAWA BARAT, BOGOR,CIAMPEA,CINANGKA,2019,0
JAWA BARAT, BOGOR,CIAMPEA,CIHIDEUNGUDIK,2019,0
JAWA BARAT, BOGOR,CIAMPEA,BOJONGJENGKOL,2019,0
JAWA BARAT, BOGOR,CIAMPEA,TEGALWARU,2019,0
JAWA BARAT, BOGOR,CIAMPEA,CIBUNTU,2019,2
JAWA BARAT, BOGOR,CIAMPEA,CICADAS,2019,0
JAWA BARAT, BOGOR,CIAMPEA,CIBADAK,2019,3
JAWA BARAT, BOGOR,CIAMPEA,BOJONGRANGKAS,2019,20
JAWA BARAT, BOGOR,CIAMPEA,CIHIDEUNGHILIR,2019,8
JAWA BARAT, BOGOR,CIAMPEA,CIBANTENG,2019,0
JAWA BARAT, BOGOR,CIAMPEA,BENTENG,2019,2
JAWA BARAT, BOGOR,CIAMPEA,CIAMPEA UDIK,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,SITU UDIK,2019,42
JAWA BARAT, BOGOR,CIBUNGBULANG,SITU ILIR,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CEMPLANG,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIBATOK I,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIARUTEUN UDIK,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,LEUWEUNGKOLOT,2019,2
JAWA BARAT, BOGOR,CIBUNGBULANG,CIMANGGU I,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIMANGGU II,2019,4
JAWA BARAT, BOGOR,CIBUNGBULANG,DUKUH,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIJUJUNG,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIARUTEUN ILIR,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIBATOK II,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,SUKAMAJU,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,GALUGA,2019,0
JAWA BARAT, BOGOR,CIBUNGBULANG,GIRIMULYA,2019,0
JAWA BARAT, BOGOR,PAMIJAHAN,PURWABAKTI,2019,26
JAWA BARAT, BOGOR,PAMIJAHAN,CIBUNIAN,2019,0
JAWA BARAT, BOGOR,PAMIJAHAN,CIBITUNGWETAN,2019,0
JAWA BARAT, BOGOR,PAMIJAHAN,GUNUNGMENYAN,2019,0
JAWA BARAT, BOGOR,PAMIJAHAN,GUNUNGBUNDER II,2019,0
JAWA BARAT, BOGOR,PAMIJAHAN,PASAREAN,2019,60
JAWA BARAT, BOGOR,PAMIJAHAN,CIMAYANG,2019,0
JAWA BARAT, BOGOR,PAMIJAHAN,PAMIJAHAN,2019,0
JAWA BARAT, BOGOR,PAMIJAHAN,CIBENING,2019,50
JAWA BARAT, BOGOR,PAMIJAHAN,GUNUNGBUNDER I,2019,0
JAWA BARAT, BOGOR,PAMIJAHAN,CIBITUNG KULON,2019,0
JAWA BARAT, BOGOR,PAMIJAHAN,GUNUNG PICUNG,2019,2
JAWA BARAT, BOGOR,PAMIJAHAN,CIASIHAN,2019,2
JAWA BARAT, BOGOR,PAMIJAHAN,GUNUNGSARI,2019,30
JAWA BARAT, BOGOR,PAMIJAHAN,CIASMARA,2019,0
JAWA BARAT, BOGOR,RUMPIN,RUMPIN,2019,0
JAWA BARAT, BOGOR,RUMPIN,LEUWIBATU,2019,0
JAWA BARAT, BOGOR,RUMPIN,CIDOKOM,2019,0
JAWA BARAT, BOGOR,RUMPIN,GOBANG,2019,0
JAWA BARAT, BOGOR,RUMPIN,CIBODAS,2019,0
JAWA BARAT, BOGOR,RUMPIN,RABAK,2019,0
JAWA BARAT, BOGOR,RUMPIN,KAMPUNGSAWAH,2019,0
JAWA BARAT, BOGOR,RUMPIN,CIPINANG,2019,0
JAWA BARAT, BOGOR,RUMPIN,SUKASARI,2019,0
JAWA BARAT, BOGOR,RUMPIN,TAMANSARI,2019,0
JAWA BARAT, BOGOR,RUMPIN,KERTAJAYA,2019,0
JAWA BARAT, BOGOR,RUMPIN,SUKAMULYA,2019,0
JAWA BARAT, BOGOR,RUMPIN,MEKARSARI,2019,0
JAWA BARAT, BOGOR,RUMPIN,MEKARJAYA,2019,0
JAWA BARAT, BOGOR,JASINGA,CURUG,2019,0
JAWA BARAT, BOGOR,JASINGA,PANGRADIN,2019,0
JAWA BARAT, BOGOR,JASINGA,KALONGSAWAH,2019,2
JAWA BARAT, BOGOR,JASINGA,SIPAK,2019,0
JAWA BARAT, BOGOR,JASINGA,JASINGA,2019,8
JAWA BARAT, BOGOR,JASINGA,KOLEANG,2019,0
JAWA BARAT, BOGOR,JASINGA,CIKOPOMAYAK,2019,0
JAWA BARAT, BOGOR,JASINGA,SETU,2019,2
JAWA BARAT, BOGOR,JASINGA,BARENGKOK,2019,0
JAWA BARAT, BOGOR,JASINGA,BAGOANG,2019,0
JAWA BARAT, BOGOR,JASINGA,PANGAUR,2019,0
JAWA BARAT, BOGOR,JASINGA,PAMAGERSARI,2019,0
JAWA BARAT, BOGOR,JASINGA,JUGALA JAYA,2019,0
JAWA BARAT, BOGOR,JASINGA,TEGALWANGI,2019,0
JAWA BARAT, BOGOR,JASINGA,NEGLASARI,2019,0
JAWA BARAT, BOGOR,JASINGA,WIRAJAYA,2019,0
JAWA BARAT, BOGOR,PARUNG PANJANG,JAGABAYA,2019,0
JAWA BARAT, BOGOR,PARUNG PANJANG,GOROWONG,2019,0
JAWA BARAT, BOGOR,PARUNG PANJANG,DAGO,2019,0
JAWA BARAT, BOGOR,PARUNG PANJANG,PINGKU,2019,0
JAWA BARAT, BOGOR,PARUNG PANJANG,CIKUDA,2019,0
JAWA BARAT, BOGOR,PARUNG PANJANG,PARUNGPANJANG,2019,0
JAWA BARAT, BOGOR,PARUNG PANJANG,LUMPANG,2019,0
JAWA BARAT, BOGOR,PARUNG PANJANG,CIBUNAR,2019,0
JAWA BARAT, BOGOR,PARUNG PANJANG,JAGABITA,2019,0
JAWA BARAT, BOGOR,PARUNG PANJANG,GINTUNGCILEJET,2019,15
JAWA BARAT, BOGOR,PARUNG PANJANG,KABASIRAN,2019,0
JAWA BARAT, BOGOR,NANGGUNG,MALASARI,2019,20
JAWA BARAT, BOGOR,NANGGUNG,CURUGBITUNG,2019,2
JAWA BARAT, BOGOR,NANGGUNG,CISARUA,2019,10
JAWA BARAT, BOGOR,NANGGUNG,BANTARKARET,2019,2
JAWA BARAT, BOGOR,NANGGUNG,HAMBARO,2019,0
JAWA BARAT, BOGOR,NANGGUNG,KALONGLIUD,2019,2
JAWA BARAT, BOGOR,NANGGUNG,NANGGUNG,2019,2
JAWA BARAT, BOGOR,NANGGUNG,PARAKANMUNCANG,2019,0
JAWA BARAT, BOGOR,NANGGUNG,PANGKALJAYA,2019,0
JAWA BARAT, BOGOR,NANGGUNG,SUKALUYU,2019,2
JAWA BARAT, BOGOR,NANGGUNG,BATU TULIS,2019,0
JAWA BARAT, BOGOR,CIGUDEG,SUKAMAJU,2019,0
JAWA BARAT, BOGOR,CIGUDEG,CIGUDEG,2019,0
JAWA BARAT, BOGOR,CIGUDEG,BUNAR,2019,0
JAWA BARAT, BOGOR,CIGUDEG,BANYURESMI,2019,2
JAWA BARAT, BOGOR,CIGUDEG,CINTAMANIK,2019,2
JAWA BARAT, BOGOR,CIGUDEG,ARGAPURA,2019,0
JAWA BARAT, BOGOR,CIGUDEG,BANGUNJAYA,2019,0
JAWA BARAT, BOGOR,CIGUDEG,RENGASJAJAR,2019,0
JAWA BARAT, BOGOR,CIGUDEG,BATUJAJAR,2019,5
JAWA BARAT, BOGOR,CIGUDEG,WARGAJAYA,2019,2
JAWA BARAT, BOGOR,CIGUDEG,SUKARAKSA,2019,0
JAWA BARAT, BOGOR,CIGUDEG,BANYUWANGI,2019,0
JAWA BARAT, BOGOR,CIGUDEG,BANYUASIH,2019,0
JAWA BARAT, BOGOR,CIGUDEG,MEKARJAYA,2019,2
JAWA BARAT, BOGOR,CIGUDEG,TEGALLEGA,2019,2
JAWA BARAT, BOGOR,TENJO,TAPOS,2019,0
JAWA BARAT, BOGOR,TENJO,CIOMAS,2019,0
JAWA BARAT, BOGOR,TENJO,BATOK,2019,0
JAWA BARAT, BOGOR,TENJO,BABAKAN,2019,0
JAWA BARAT, BOGOR,TENJO,TENJO,2019,0
JAWA BARAT, BOGOR,TENJO,CILAKU,2019,0
JAWA BARAT, BOGOR,TENJO,SINGABRAJA,2019,2
JAWA BARAT, BOGOR,TENJO,SINGABANGSA,2019,0
JAWA BARAT, BOGOR,TENJO,BOJONG,2019,0
JAWA BARAT, BOGOR,CIAWI,CILEUNGSI,2019,0
JAWA BARAT, BOGOR,CIAWI,CITAPEN,2019,0
JAWA BARAT, BOGOR,CIAWI,CIBEDUG,2019,2
JAWA BARAT, BOGOR,CIAWI,JAMBULUWUK,2019,0
JAWA BARAT, BOGOR,CIAWI,BANJARSARI,2019,0
JAWA BARAT, BOGOR,CIAWI,TELUK PINANG,2019,2
JAWA BARAT, BOGOR,CIAWI,BANJAR WARU,2019,0
JAWA BARAT, BOGOR,CIAWI,BENDUNGAN,2019,0
JAWA BARAT, BOGOR,CIAWI,PANDAN SARI,2019,0
JAWA BARAT, BOGOR,CIAWI,BOJONG MURNI,2019,2
JAWA BARAT, BOGOR,CIAWI,BANJAR WANGI,2019,0
JAWA BARAT, BOGOR,CIAWI,CIAWI,2019,0
JAWA BARAT, BOGOR,CIAWI,BITUNGSARI,2019,0
JAWA BARAT, BOGOR,CISARUA,BATULAYANG,2019,0
JAWA BARAT, BOGOR,CISARUA,JOGJOGAN,2019,0
JAWA BARAT, BOGOR,CISARUA,CIBEUREUM,2019,1
JAWA BARAT, BOGOR,CISARUA,CILEMBER,2019,5
JAWA BARAT, BOGOR,CISARUA,CITEKO,2019,6
JAWA BARAT, BOGOR,CISARUA,TUGU SELATAN,2019,1
JAWA BARAT, BOGOR,CISARUA,LEUWIMALANG,2019,3
JAWA BARAT, BOGOR,CISARUA,KOPO,2019,29
JAWA BARAT, BOGOR,CISARUA,TUGU UTARA,2019,0
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKAMAJU,2019,0
JAWA BARAT, BOGOR,MEGAMENDUNG,KUTA,2019,0
JAWA BARAT, BOGOR,MEGAMENDUNG,GADOG,2019,2
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKAKARYA,2019,0
JAWA BARAT, BOGOR,MEGAMENDUNG,MEGAMENDUNG,2019,0
JAWA BARAT, BOGOR,MEGAMENDUNG,CIPAYUNG DATAR,2019,0
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKAMANAH,2019,0
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKAGALIH,2019,0
JAWA BARAT, BOGOR,MEGAMENDUNG,CIPAYUNG GIRANG,2019,0
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKAMAHI,2019,51
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKARESMI,2019,0
JAWA BARAT, BOGOR,MEGAMENDUNG,PASIR ANGIN,2019,0
JAWA BARAT, BOGOR,CARINGIN,PASIR MUNCANG,2019,0
JAWA BARAT, BOGOR,CARINGIN,CIMANDE HILIR,2019,0
JAWA BARAT, BOGOR,CARINGIN,CIDERUM,2019,0
JAWA BARAT, BOGOR,CARINGIN,CARINGIN,2019,0
JAWA BARAT, BOGOR,CARINGIN,CIHERANG PONDOK,2019,1
JAWA BARAT, BOGOR,CARINGIN,CINAGARA,2019,0
JAWA BARAT, BOGOR,CARINGIN,CIMANDE,2019,47
JAWA BARAT, BOGOR,CARINGIN,PANCAWATI,2019,0
JAWA BARAT, BOGOR,CARINGIN,MUARA JAYA,2019,0
JAWA BARAT, BOGOR,CARINGIN,BASIR BUNCIR,2019,0
JAWA BARAT, BOGOR,CARINGIN,LEMAH DUHUR,2019,0
JAWA BARAT, BOGOR,CARINGIN,TANGKIL,2019,0
JAWA BARAT, BOGOR,CIJERUK,CIJERUK,2019,2
JAWA BARAT, BOGOR,CIJERUK,CIPELANG,2019,0
JAWA BARAT, BOGOR,CIJERUK,WARUNG MENTENG,2019,0
JAWA BARAT, BOGOR,CIJERUK,TAJUR HALANG,2019,45
JAWA BARAT, BOGOR,CIJERUK,CIPICUNG,2019,0
JAWA BARAT, BOGOR,CIJERUK,CIBALUNG,2019,0
JAWA BARAT, BOGOR,CIJERUK,SUKAHARJA,2019,13
JAWA BARAT, BOGOR,CIJERUK,PALASARI,2019,0
JAWA BARAT, BOGOR,CIJERUK,TANJUNGSARI,2019,0
JAWA BARAT, BOGOR,CIOMAS,MEKARJAYA,2019,0
JAWA BARAT, BOGOR,CIOMAS,SUKAHARJA,2019,0
JAWA BARAT, BOGOR,CIOMAS,PARAKAN,2019,0
JAWA BARAT, BOGOR,CIOMAS,CIOMAS,2019,0
JAWA BARAT, BOGOR,CIOMAS,PAGELARAN,2019,16
JAWA BARAT, BOGOR,CIOMAS,SUKAMAKMUR,2019,1
JAWA BARAT, BOGOR,CIOMAS,CIAPUS,2019,0
JAWA BARAT, BOGOR,CIOMAS,KOTA BATU,2019,2
JAWA BARAT, BOGOR,CIOMAS,LALADON,2019,0
JAWA BARAT, BOGOR,CIOMAS,CIOMAS RAHAYU,2019,0
JAWA BARAT, BOGOR,DRAMAGA,SUKADAMAI,2019,0
JAWA BARAT, BOGOR,DRAMAGA,CIHERANG,2019,30
JAWA BARAT, BOGOR,DRAMAGA,SINARSARI,2019,1
JAWA BARAT, BOGOR,DRAMAGA,SUKAWENING,2019,0
JAWA BARAT, BOGOR,DRAMAGA,PETIR,2019,38
JAWA BARAT, BOGOR,DRAMAGA,PURWASARI,2019,0
JAWA BARAT, BOGOR,DRAMAGA,CIKARAWANG,2019,0
JAWA BARAT, BOGOR,DRAMAGA,BABAKAN,2019,0
JAWA BARAT, BOGOR,DRAMAGA,DRAMAGA,2019,0
JAWA BARAT, BOGOR,DRAMAGA,NEGLASARI,2019,2
JAWA BARAT, BOGOR,TAMANSARI,SUKAMANTRI,2019,0
JAWA BARAT, BOGOR,TAMANSARI,SIRNAGALIH,2019,0
JAWA BARAT, BOGOR,TAMANSARI,PASIREURIH,2019,0
JAWA BARAT, BOGOR,TAMANSARI,TAMANSARI,2019,0
JAWA BARAT, BOGOR,TAMANSARI,SUKALUYU,2019,0
JAWA BARAT, BOGOR,TAMANSARI,SUKARESMI,2019,0
JAWA BARAT, BOGOR,TAMANSARI,SUKAJAYA,2019,0
JAWA BARAT, BOGOR,TAMANSARI,SUKAJADI,2019,0
JAWA BARAT, BOGOR,KLAPANUNGGAL,KLAPANUNGGAL,2019,45
JAWA BARAT, BOGOR,KLAPANUNGGAL,BOJONG,2019,0
JAWA BARAT, BOGOR,KLAPANUNGGAL,NAMBO,2019,0
JAWA BARAT, BOGOR,KLAPANUNGGAL,LULUT,2019,0
JAWA BARAT, BOGOR,KLAPANUNGGAL,CIKAHURIPAN,2019,7
JAWA BARAT, BOGOR,KLAPANUNGGAL,KEMBANG KUNING,2019,52
JAWA BARAT, BOGOR,KLAPANUNGGAL,BANTAR JATI,2019,0
JAWA BARAT, BOGOR,KLAPANUNGGAL,LEUWIKARET,2019,0
JAWA BARAT, BOGOR,KLAPANUNGGAL,LIGARMUKTI,2019,0
JAWA BARAT, BOGOR,CISEENG,PUTAT NUTUG,2019,0
JAWA BARAT, BOGOR,CISEENG,CISEENG,2019,0
JAWA BARAT, BOGOR,CISEENG,PARIGI MEKAR,2019,0
JAWA BARAT, BOGOR,CISEENG,CIBENTANG,2019,2
JAWA BARAT, BOGOR,CISEENG,CIBEUTEUNG UDIK,2019,2
JAWA BARAT, BOGOR,CISEENG,KARIHKIL,2019,37
JAWA BARAT, BOGOR,CISEENG,BABAKAN,2019,0
JAWA BARAT, BOGOR,CISEENG,CIHOE,2019,0
JAWA BARAT, BOGOR,CISEENG,CIBEUTEUNG MUARA,2019,0
JAWA BARAT, BOGOR,CISEENG,KURIPAN,2019,0
JAWA BARAT, BOGOR,RANCA BUNGUR,BANTARJAYA,2019,2
JAWA BARAT, BOGOR,RANCA BUNGUR,BANTARSARI,2019,0
JAWA BARAT, BOGOR,RANCA BUNGUR,PASIRGAOK,2019,0
JAWA BARAT, BOGOR,RANCA BUNGUR,RANCABUNGUR,2019,0
JAWA BARAT, BOGOR,RANCA BUNGUR,MEKARSARI,2019,0
JAWA BARAT, BOGOR,RANCA BUNGUR,CANDALI,2019,1
JAWA BARAT, BOGOR,RANCA BUNGUR,CIMULANG,2019,0
JAWA BARAT, BOGOR,SUKAJAYA,CISARUA,2019,5
JAWA BARAT, BOGOR,SUKAJAYA,KIARASARI,2019,20
JAWA BARAT, BOGOR,SUKAJAYA,SUKAJAYA,2019,2
JAWA BARAT, BOGOR,SUKAJAYA,SIPAYUNG,2019,20
JAWA BARAT, BOGOR,SUKAJAYA,CILEUKSA,2019,2
JAWA BARAT, BOGOR,SUKAJAYA,KIARAPANDAK,2019,0
JAWA BARAT, BOGOR,SUKAJAYA,HARKATJAYA,2019,0
JAWA BARAT, BOGOR,SUKAJAYA,SUKAMULIH,2019,0
JAWA BARAT, BOGOR,SUKAJAYA,PASIR MADANG,2019,0
JAWA BARAT, BOGOR,SUKAJAYA,URUG,2019,0
JAWA BARAT, BOGOR,SUKAJAYA,JAYARAHARJA,2019,0
JAWA BARAT, BOGOR,TANJUNGSARI,TANJUNGSARI,2019,0
JAWA BARAT, BOGOR,TANJUNGSARI,SELAWANGI,2019,0
