NAMA_PROVINSI,NAMA_KABUPATEN,NAMA_KECAMATAN,NAMA_DESA,Data_Tahun,Jumlah
JAWA BARAT, PANGANDARAN,CIGUGUR,CIGUGUR,2019,0
JAWA BARAT, PANGANDARAN,CIGUGUR,CIMINDI,2019,0
JAWA BARAT, PANGANDARAN,CIGUGUR,PAGERBUMI,2019,0
JAWA BARAT, PANGANDARAN,CIGUGUR,KERTAJAYA,2019,5
JAWA BARAT, PANGANDARAN,CIGUGUR,BUNISARI,2019,0
JAWA BARAT, PANGANDARAN,CIGUGUR,CAMPAKA,2019,0
JAWA BARAT, PANGANDARAN,CIGUGUR,HARUMANDALA,2019,0
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,KARANGKAMIRI,2019,9
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,CIMANGGU,2019,0
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,LANGKAPLANCAR,2019,0
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,PANGKALAN,2019,0
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,BOJONGKONDANG,2019,63
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,BANGUNJAYA,2019,2
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,JAYASARI,2019,0
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,JADIMULYA,2019,2
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,JADIKARYA,2019,15
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,BOJONG,2019,0
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,BANGUNKARYA,2019,0
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,SUKAMULYA,2019,0
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,MEKARWANGI,2019,0
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,CISARUA,2019,0
JAWA BARAT, PANGANDARAN,LANGKAPLANCAR,BUNGUR RAYA,2019,0
JAWA BARAT, PANGANDARAN,MANGUNJAYA,SUKAMAJU,2019,0
JAWA BARAT, PANGANDARAN,MANGUNJAYA,KERTAJAYA,2019,2
JAWA BARAT, PANGANDARAN,MANGUNJAYA,MANGUNJAYA,2019,0
JAWA BARAT, PANGANDARAN,MANGUNJAYA,SINDANGJAYA,2019,0
JAWA BARAT, PANGANDARAN,MANGUNJAYA,JANGRAGA,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,PANYUTRAN,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,CIGANJENG,2019,2
JAWA BARAT, PANGANDARAN,PADAHERANG,KARANGSARI,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,SUKANAGARA,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,PALEDAH,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,KARANGPAWITAN,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,PADAHERANG,2019,2
JAWA BARAT, PANGANDARAN,PADAHERANG,KEDUNGWULUH,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,CIBOGO,2019,2
JAWA BARAT, PANGANDARAN,PADAHERANG,PASIRGEULIS,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,BOJONGSARI,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,SINDANGWANGI,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,MARUYUNGSARI,2019,0
JAWA BARAT, PANGANDARAN,PADAHERANG,KARANGMULYA,2019,2
JAWA BARAT, PANGANDARAN,KALIPUCANG,PUTRAPINGGAN,2019,14
JAWA BARAT, PANGANDARAN,KALIPUCANG,EMPLAK,2019,0
JAWA BARAT, PANGANDARAN,KALIPUCANG,BAGOLO,2019,0
JAWA BARAT, PANGANDARAN,KALIPUCANG,PAMOTAN,2019,0
JAWA BARAT, PANGANDARAN,KALIPUCANG,KALIPUCANG,2019,0
JAWA BARAT, PANGANDARAN,KALIPUCANG,CIBULUH,2019,0
JAWA BARAT, PANGANDARAN,KALIPUCANG,BANJARHARJA,2019,0
JAWA BARAT, PANGANDARAN,KALIPUCANG,TUNGGILIS,2019,0
JAWA BARAT, PANGANDARAN,KALIPUCANG,CIPARAKAN,2019,16
JAWA BARAT, PANGANDARAN,PANGANDARAN,BABAKAN,2019,2
JAWA BARAT, PANGANDARAN,PANGANDARAN,SUKAHURIP,2019,2
JAWA BARAT, PANGANDARAN,PANGANDARAN,PURBAHAYU,2019,2
JAWA BARAT, PANGANDARAN,PANGANDARAN,PANGANDARAN,2019,2
JAWA BARAT, PANGANDARAN,PANGANDARAN,WONOHARJO,2019,2
JAWA BARAT, PANGANDARAN,PANGANDARAN,SIDOMULYO,2019,2
JAWA BARAT, PANGANDARAN,PANGANDARAN,PANANJUNG,2019,2
JAWA BARAT, PANGANDARAN,PANGANDARAN,PAGERGUNUNG,2019,20
JAWA BARAT, PANGANDARAN,SIDAMULIH,SIDAMULIH,2019,0
JAWA BARAT, PANGANDARAN,SIDAMULIH,CIKALONG,2019,0
JAWA BARAT, PANGANDARAN,SIDAMULIH,SUKARESIK,2019,0
JAWA BARAT, PANGANDARAN,SIDAMULIH,CIKEMBULAN,2019,0
JAWA BARAT, PANGANDARAN,SIDAMULIH,PAJATEN,2019,2
JAWA BARAT, PANGANDARAN,SIDAMULIH,KERSARATU,2019,0
JAWA BARAT, PANGANDARAN,SIDAMULIH,KALIJATI,2019,0
JAWA BARAT,KOTA BANJAR,BANJAR,BALOKANG,2019,0
JAWA BARAT,KOTA BANJAR,BANJAR,CIBEUREUM,2019,0
JAWA BARAT,KOTA BANJAR,BANJAR,NEGLASARI,2019,0
JAWA BARAT,KOTA BANJAR,BANJAR,JAJAWAR,2019,0
JAWA BARAT,KOTA BANJAR,PATARUMAN,MULYASARI,2019,0
JAWA BARAT,KOTA BANJAR,PATARUMAN,BATULAWANG,2019,0
JAWA BARAT,KOTA BANJAR,PATARUMAN,KARYAMUKTI,2019,0
JAWA BARAT,KOTA BANJAR,PATARUMAN,BINANGUN,2019,0
JAWA BARAT,KOTA BANJAR,PATARUMAN,SUKAMUKTI,2019,0
JAWA BARAT,KOTA BANJAR,PATARUMAN,SINARTANJUNG,2019,0
JAWA BARAT,KOTA BANJAR,PURWAHARJA,RAHARJA,2019,0
JAWA BARAT,KOTA BANJAR,PURWAHARJA,MEKARHARJA,2019,0
JAWA BARAT,KOTA BANJAR,LANGENSARI,LANGENSARI,2019,14
JAWA BARAT,KOTA BANJAR,LANGENSARI,REJASARI,2019,0
JAWA BARAT,KOTA BANJAR,LANGENSARI,WARINGINSARI,2019,0
JAWA BARAT,KOTA BANJAR,LANGENSARI,KUJANGSARI,2019,21
JAWA BARAT, BOGOR,GUNUNG PUTRI,WANAHERANG,2020,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,BOJONG KULUR,2020,2
JAWA BARAT, BOGOR,GUNUNG PUTRI,CIANGSANA,2020,10
JAWA BARAT, BOGOR,GUNUNG PUTRI,GUNUNG PUTRI,2020,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,BOJONG NANGKA,2020,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,TLAJUNG UDIK,2020,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,CICADAS,2020,83
JAWA BARAT, BOGOR,GUNUNG PUTRI,CIKEAS UDIK,2020,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,NAGRAK,2020,0
JAWA BARAT, BOGOR,GUNUNG PUTRI,KARANGGAN,2020,0
JAWA BARAT, BOGOR,CITEUREUP,PUSPASARI,2020,0
JAWA BARAT, BOGOR,CITEUREUP,CITEUREUP,2020,35
JAWA BARAT, BOGOR,CITEUREUP,LEUWINUTUG,2020,4
JAWA BARAT, BOGOR,CITEUREUP,TAJUR,2020,0
JAWA BARAT, BOGOR,CITEUREUP,SANJA,2020,7
JAWA BARAT, BOGOR,CITEUREUP,KARANG ASEM TIMUR,2020,0
JAWA BARAT, BOGOR,CITEUREUP,TARIKOLOT,2020,4
JAWA BARAT, BOGOR,CITEUREUP,GUNUNGSARI,2020,0
JAWA BARAT, BOGOR,CITEUREUP,TANGKIL,2020,0
JAWA BARAT, BOGOR,CITEUREUP,SUKAHATI,2020,10
JAWA BARAT, BOGOR,CITEUREUP,HAMBALANG,2020,2
JAWA BARAT, BOGOR,CITEUREUP,PASIRMUKTI,2020,32
JAWA BARAT, BOGOR,SUKARAJA,GUNUNGGEULIS,2020,0
JAWA BARAT, BOGOR,SUKARAJA,CILEBUT TIMUR,2020,0
JAWA BARAT, BOGOR,SUKARAJA,CILEBUT BARAT,2020,0
JAWA BARAT, BOGOR,SUKARAJA,CIBANON,2020,0
JAWA BARAT, BOGOR,SUKARAJA,NAGRAK,2020,0
JAWA BARAT, BOGOR,SUKARAJA,SUKATANI,2020,1
JAWA BARAT, BOGOR,SUKARAJA,SUKARAJA,2020,39
JAWA BARAT, BOGOR,SUKARAJA,CIKEAS,2020,36
JAWA BARAT, BOGOR,SUKARAJA,PASIR JAMBU,2020,0
JAWA BARAT, BOGOR,SUKARAJA,CIMANDALA,2020,1
JAWA BARAT, BOGOR,SUKARAJA,CIJUJUNG,2020,0
JAWA BARAT, BOGOR,SUKARAJA,CADASNGAMPAR,2020,0
JAWA BARAT, BOGOR,SUKARAJA,PASIRLAJA,2020,0
JAWA BARAT, BOGOR,BABAKAN MADANG,CIJAYANTI,2020,0
JAWA BARAT, BOGOR,BABAKAN MADANG,SUMURBATU,2020,68
JAWA BARAT, BOGOR,BABAKAN MADANG,SENTUL,2020,0
JAWA BARAT, BOGOR,BABAKAN MADANG,KARANGTENGAH,2020,0
JAWA BARAT, BOGOR,BABAKAN MADANG,CIPAMBUAN,2020,0
JAWA BARAT, BOGOR,BABAKAN MADANG,KADUMANGGU,2020,0
JAWA BARAT, BOGOR,BABAKAN MADANG,CITARINGGUL,2020,8
JAWA BARAT, BOGOR,BABAKAN MADANG,BABAKAN MADANG,2020,0
JAWA BARAT, BOGOR,BABAKAN MADANG,BOJONG KONENG,2020,0
JAWA BARAT, BOGOR,JONGGOL,SUKAMAJU,2020,0
JAWA BARAT, BOGOR,JONGGOL,SIRNAGALIH,2020,0
JAWA BARAT, BOGOR,JONGGOL,SINGAJAYA,2020,0
JAWA BARAT, BOGOR,JONGGOL,SUKASIRNA,2020,0
JAWA BARAT, BOGOR,JONGGOL,SUKANEGARA,2020,1
JAWA BARAT, BOGOR,JONGGOL,SUKAMANAH,2020,0
JAWA BARAT, BOGOR,JONGGOL,WENINGGALIH,2020,2
JAWA BARAT, BOGOR,JONGGOL,CIBODAS,2020,0
JAWA BARAT, BOGOR,JONGGOL,JONGGOL,2020,0
JAWA BARAT, BOGOR,JONGGOL,BENDUNGAN,2020,6
JAWA BARAT, BOGOR,JONGGOL,SINGASARI,2020,0
JAWA BARAT, BOGOR,JONGGOL,BALEKAMBANG,2020,0
JAWA BARAT, BOGOR,JONGGOL,SUKAJAYA,2020,0
JAWA BARAT, BOGOR,JONGGOL,SUKAGALIH,2020,0
JAWA BARAT, BOGOR,CILEUNGSI,PASIRANGIN,2020,0
JAWA BARAT, BOGOR,CILEUNGSI,MEKARSARI,2020,0
JAWA BARAT, BOGOR,CILEUNGSI,MAMPIR,2020,2
JAWA BARAT, BOGOR,CILEUNGSI,DAYEUH,2020,0
JAWA BARAT, BOGOR,CILEUNGSI,GANDOANG,2020,43
JAWA BARAT, BOGOR,CILEUNGSI,JATISARI,2020,0
JAWA BARAT, BOGOR,CILEUNGSI,CILEUNGSI KIDUL,2020,0
JAWA BARAT, BOGOR,CILEUNGSI,CIPEUCANG,2020,0
JAWA BARAT, BOGOR,CILEUNGSI,SITUSARI,2020,0
JAWA BARAT, BOGOR,CILEUNGSI,CIPENJO,2020,15
JAWA BARAT, BOGOR,CILEUNGSI,LIMUSNUNGGAL,2020,0
JAWA BARAT, BOGOR,CILEUNGSI,CILEUNGSI,2020,0
JAWA BARAT, BOGOR,CARIU,KARYAMEKAR,2020,0
JAWA BARAT, BOGOR,CARIU,BABAKANRADEN,2020,2
JAWA BARAT, BOGOR,CARIU,CIKUTAMAHI,2020,0
JAWA BARAT, BOGOR,CARIU,KUTAMEKAR,2020,0
JAWA BARAT, BOGOR,CARIU,CARIU,2020,0
JAWA BARAT, BOGOR,CARIU,MEKARWANGI,2020,0
JAWA BARAT, BOGOR,CARIU,BANTARKUNING,2020,0
JAWA BARAT, BOGOR,CARIU,SUKAJADI,2020,2
JAWA BARAT, BOGOR,CARIU,TEGALPANJANG,2020,4
JAWA BARAT, BOGOR,CARIU,CIBATUTIGA,2020,0
JAWA BARAT, BOGOR,SUKAMAKMUR,WARGAJAYA,2020,0
JAWA BARAT, BOGOR,SUKAMAKMUR,PABUARAN,2020,20
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKADAMAI,2020,0
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKAWANGI,2020,0
JAWA BARAT, BOGOR,SUKAMAKMUR,CIBADAK,2020,0
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKARESMI,2020,2
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKAMULYA,2020,0
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKAHARJA,2020,78
JAWA BARAT, BOGOR,SUKAMAKMUR,SIRNAJAYA,2020,2
JAWA BARAT, BOGOR,SUKAMAKMUR,SUKAMAKMUR,2020,0
JAWA BARAT, BOGOR,PARUNG,PARUNG,2020,61
JAWA BARAT, BOGOR,PARUNG,IWUL,2020,0
JAWA BARAT, BOGOR,PARUNG,BOJONGSEMPU,2020,0
JAWA BARAT, BOGOR,PARUNG,WARU,2020,0
JAWA BARAT, BOGOR,PARUNG,COGREG,2020,26
JAWA BARAT, BOGOR,PARUNG,PAMEGARSARI,2020,65
JAWA BARAT, BOGOR,PARUNG,WARUJAYA,2020,15
JAWA BARAT, BOGOR,PARUNG,BOJONGINDAH,2020,5
JAWA BARAT, BOGOR,PARUNG,JABONMEKAR,2020,0
JAWA BARAT, BOGOR,GUNUNG SINDUR,CIDOKOM,2020,28
JAWA BARAT, BOGOR,GUNUNG SINDUR,PADURENAN,2020,8
JAWA BARAT, BOGOR,GUNUNG SINDUR,PENGASINAN,2020,29
JAWA BARAT, BOGOR,GUNUNG SINDUR,CURUG,2020,0
JAWA BARAT, BOGOR,GUNUNG SINDUR,GUNUNGSINDUR,2020,70
JAWA BARAT, BOGOR,GUNUNG SINDUR,JAMPANG,2020,60
JAWA BARAT, BOGOR,GUNUNG SINDUR,CIBADUNG,2020,67
JAWA BARAT, BOGOR,GUNUNG SINDUR,CIBINONG,2020,0
JAWA BARAT, BOGOR,GUNUNG SINDUR,RAWAKALONG,2020,0
JAWA BARAT, BOGOR,GUNUNG SINDUR,PABUARAN,2020,61
JAWA BARAT, BOGOR,KEMANG,BOJONG,2020,2
JAWA BARAT, BOGOR,KEMANG,PARAKANJAYA,2020,0
JAWA BARAT, BOGOR,KEMANG,KEMANG,2020,2
JAWA BARAT, BOGOR,KEMANG,PABUARAN,2020,2
JAWA BARAT, BOGOR,KEMANG,SEMPLAK BARAT,2020,5
JAWA BARAT, BOGOR,KEMANG,JAMPANG,2020,0
JAWA BARAT, BOGOR,KEMANG,PONDOK UDIK,2020,0
JAWA BARAT, BOGOR,KEMANG,TEGAL,2020,2
JAWA BARAT, BOGOR,BOJONG GEDE,BOJONGBARU,2020,2
JAWA BARAT, BOGOR,BOJONG GEDE,CIMANGGIS,2020,15
JAWA BARAT, BOGOR,BOJONG GEDE,SUSUKAN,2020,1
JAWA BARAT, BOGOR,BOJONG GEDE,RAGAJAYA,2020,2
JAWA BARAT, BOGOR,BOJONG GEDE,KEDUNGWARINGIN,2020,32
JAWA BARAT, BOGOR,BOJONG GEDE,WARINGINJAYA,2020,21
JAWA BARAT, BOGOR,BOJONG GEDE,RAWAPANJANG,2020,1
JAWA BARAT, BOGOR,BOJONG GEDE,BOJONGGEDE,2020,2
JAWA BARAT, BOGOR,LEUWILIANG,LEUWILIANG,2020,12
JAWA BARAT, BOGOR,LEUWILIANG,PURASARI,2020,0
JAWA BARAT, BOGOR,LEUWILIANG,KARYASARI,2020,2
JAWA BARAT, BOGOR,LEUWILIANG,PABANGBON,2020,2
JAWA BARAT, BOGOR,LEUWILIANG,KARACAK,2020,6
JAWA BARAT, BOGOR,LEUWILIANG,BARENGKOK,2020,6
JAWA BARAT, BOGOR,LEUWILIANG,LEUWIMEKAR,2020,6
JAWA BARAT, BOGOR,LEUWILIANG,PURASEDA,2020,1
JAWA BARAT, BOGOR,LEUWILIANG,CIBEBER I,2020,0
JAWA BARAT, BOGOR,LEUWILIANG,CIBEBER II,2020,2
JAWA BARAT, BOGOR,LEUWILIANG,KAREHKEL,2020,6
JAWA BARAT, BOGOR,CIAMPEA,CIAMPEA,2020,0
JAWA BARAT, BOGOR,CIAMPEA,CINANGKA,2020,0
JAWA BARAT, BOGOR,CIAMPEA,CIHIDEUNGUDIK,2020,0
JAWA BARAT, BOGOR,CIAMPEA,BOJONGJENGKOL,2020,0
JAWA BARAT, BOGOR,CIAMPEA,TEGALWARU,2020,0
JAWA BARAT, BOGOR,CIAMPEA,CIBUNTU,2020,4
JAWA BARAT, BOGOR,CIAMPEA,CICADAS,2020,9
JAWA BARAT, BOGOR,CIAMPEA,CIBADAK,2020,3
JAWA BARAT, BOGOR,CIAMPEA,BOJONGRANGKAS,2020,0
JAWA BARAT, BOGOR,CIAMPEA,CIHIDEUNGHILIR,2020,1
JAWA BARAT, BOGOR,CIAMPEA,CIBANTENG,2020,12
JAWA BARAT, BOGOR,CIAMPEA,BENTENG,2020,2
JAWA BARAT, BOGOR,CIAMPEA,CIAMPEA UDIK,2020,0
JAWA BARAT, BOGOR,CIBUNGBULANG,SITU UDIK,2020,0
JAWA BARAT, BOGOR,CIBUNGBULANG,SITU ILIR,2020,6
JAWA BARAT, BOGOR,CIBUNGBULANG,CEMPLANG,2020,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIBATOK I,2020,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIARUTEUN UDIK,2020,30
JAWA BARAT, BOGOR,CIBUNGBULANG,LEUWEUNGKOLOT,2020,2
JAWA BARAT, BOGOR,CIBUNGBULANG,CIMANGGU I,2020,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIMANGGU II,2020,4
JAWA BARAT, BOGOR,CIBUNGBULANG,DUKUH,2020,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIJUJUNG,2020,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIARUTEUN ILIR,2020,0
JAWA BARAT, BOGOR,CIBUNGBULANG,CIBATOK II,2020,15
JAWA BARAT, BOGOR,CIBUNGBULANG,SUKAMAJU,2020,0
JAWA BARAT, BOGOR,CIBUNGBULANG,GALUGA,2020,1
JAWA BARAT, BOGOR,CIBUNGBULANG,GIRIMULYA,2020,5
JAWA BARAT, BOGOR,PAMIJAHAN,PURWABAKTI,2020,14
JAWA BARAT, BOGOR,PAMIJAHAN,CIBUNIAN,2020,0
JAWA BARAT, BOGOR,PAMIJAHAN,CIBITUNGWETAN,2020,46
JAWA BARAT, BOGOR,PAMIJAHAN,GUNUNGMENYAN,2020,0
JAWA BARAT, BOGOR,PAMIJAHAN,GUNUNGBUNDER II,2020,13
JAWA BARAT, BOGOR,PAMIJAHAN,PASAREAN,2020,45
JAWA BARAT, BOGOR,PAMIJAHAN,CIMAYANG,2020,1
JAWA BARAT, BOGOR,PAMIJAHAN,PAMIJAHAN,2020,0
JAWA BARAT, BOGOR,PAMIJAHAN,CIBENING,2020,50
JAWA BARAT, BOGOR,PAMIJAHAN,GUNUNGBUNDER I,2020,33
JAWA BARAT, BOGOR,PAMIJAHAN,CIBITUNG KULON,2020,29
JAWA BARAT, BOGOR,PAMIJAHAN,GUNUNG PICUNG,2020,18
JAWA BARAT, BOGOR,PAMIJAHAN,CIASIHAN,2020,16
JAWA BARAT, BOGOR,PAMIJAHAN,GUNUNGSARI,2020,30
JAWA BARAT, BOGOR,PAMIJAHAN,CIASMARA,2020,17
JAWA BARAT, BOGOR,RUMPIN,RUMPIN,2020,0
JAWA BARAT, BOGOR,RUMPIN,LEUWIBATU,2020,0
JAWA BARAT, BOGOR,RUMPIN,CIDOKOM,2020,0
JAWA BARAT, BOGOR,RUMPIN,GOBANG,2020,0
JAWA BARAT, BOGOR,RUMPIN,CIBODAS,2020,0
JAWA BARAT, BOGOR,RUMPIN,RABAK,2020,0
JAWA BARAT, BOGOR,RUMPIN,KAMPUNGSAWAH,2020,0
JAWA BARAT, BOGOR,RUMPIN,CIPINANG,2020,85
JAWA BARAT, BOGOR,RUMPIN,SUKASARI,2020,12
JAWA BARAT, BOGOR,RUMPIN,TAMANSARI,2020,22
JAWA BARAT, BOGOR,RUMPIN,KERTAJAYA,2020,20
JAWA BARAT, BOGOR,RUMPIN,SUKAMULYA,2020,0
JAWA BARAT, BOGOR,RUMPIN,MEKARSARI,2020,0
JAWA BARAT, BOGOR,RUMPIN,MEKARJAYA,2020,0
JAWA BARAT, BOGOR,JASINGA,CURUG,2020,3
JAWA BARAT, BOGOR,JASINGA,PANGRADIN,2020,0
JAWA BARAT, BOGOR,JASINGA,KALONGSAWAH,2020,2
JAWA BARAT, BOGOR,JASINGA,SIPAK,2020,23
JAWA BARAT, BOGOR,JASINGA,JASINGA,2020,0
JAWA BARAT, BOGOR,JASINGA,KOLEANG,2020,3
JAWA BARAT, BOGOR,JASINGA,CIKOPOMAYAK,2020,0
JAWA BARAT, BOGOR,JASINGA,SETU,2020,2
JAWA BARAT, BOGOR,JASINGA,BARENGKOK,2020,0
JAWA BARAT, BOGOR,JASINGA,BAGOANG,2020,3
JAWA BARAT, BOGOR,JASINGA,PANGAUR,2020,6
JAWA BARAT, BOGOR,JASINGA,PAMAGERSARI,2020,0
JAWA BARAT, BOGOR,JASINGA,JUGALA JAYA,2020,0
JAWA BARAT, BOGOR,JASINGA,TEGALWANGI,2020,5
JAWA BARAT, BOGOR,JASINGA,NEGLASARI,2020,5
JAWA BARAT, BOGOR,JASINGA,WIRAJAYA,2020,0
JAWA BARAT, BOGOR,PARUNG PANJANG,JAGABAYA,2020,2
JAWA BARAT, BOGOR,PARUNG PANJANG,GOROWONG,2020,0
JAWA BARAT, BOGOR,PARUNG PANJANG,DAGO,2020,0
JAWA BARAT, BOGOR,PARUNG PANJANG,PINGKU,2020,0
JAWA BARAT, BOGOR,PARUNG PANJANG,CIKUDA,2020,9
JAWA BARAT, BOGOR,PARUNG PANJANG,PARUNGPANJANG,2020,0
JAWA BARAT, BOGOR,PARUNG PANJANG,LUMPANG,2020,0
JAWA BARAT, BOGOR,PARUNG PANJANG,CIBUNAR,2020,43
JAWA BARAT, BOGOR,PARUNG PANJANG,JAGABITA,2020,20
JAWA BARAT, BOGOR,PARUNG PANJANG,GINTUNGCILEJET,2020,10
JAWA BARAT, BOGOR,PARUNG PANJANG,KABASIRAN,2020,0
JAWA BARAT, BOGOR,NANGGUNG,MALASARI,2020,20
JAWA BARAT, BOGOR,NANGGUNG,CURUGBITUNG,2020,2
JAWA BARAT, BOGOR,NANGGUNG,CISARUA,2020,10
JAWA BARAT, BOGOR,NANGGUNG,BANTARKARET,2020,1
JAWA BARAT, BOGOR,NANGGUNG,HAMBARO,2020,0
JAWA BARAT, BOGOR,NANGGUNG,KALONGLIUD,2020,2
JAWA BARAT, BOGOR,NANGGUNG,NANGGUNG,2020,2
JAWA BARAT, BOGOR,NANGGUNG,PARAKANMUNCANG,2020,0
JAWA BARAT, BOGOR,NANGGUNG,PANGKALJAYA,2020,0
JAWA BARAT, BOGOR,NANGGUNG,SUKALUYU,2020,2
JAWA BARAT, BOGOR,NANGGUNG,BATU TULIS,2020,0
JAWA BARAT, BOGOR,CIGUDEG,SUKAMAJU,2020,0
JAWA BARAT, BOGOR,CIGUDEG,CIGUDEG,2020,0
JAWA BARAT, BOGOR,CIGUDEG,BUNAR,2020,0
JAWA BARAT, BOGOR,CIGUDEG,BANYURESMI,2020,4
JAWA BARAT, BOGOR,CIGUDEG,CINTAMANIK,2020,0
JAWA BARAT, BOGOR,CIGUDEG,ARGAPURA,2020,1
JAWA BARAT, BOGOR,CIGUDEG,BANGUNJAYA,2020,0
JAWA BARAT, BOGOR,CIGUDEG,RENGASJAJAR,2020,0
JAWA BARAT, BOGOR,CIGUDEG,BATUJAJAR,2020,0
JAWA BARAT, BOGOR,CIGUDEG,WARGAJAYA,2020,2
JAWA BARAT, BOGOR,CIGUDEG,SUKARAKSA,2020,0
JAWA BARAT, BOGOR,CIGUDEG,BANYUWANGI,2020,0
JAWA BARAT, BOGOR,CIGUDEG,BANYUASIH,2020,0
JAWA BARAT, BOGOR,CIGUDEG,MEKARJAYA,2020,0
JAWA BARAT, BOGOR,CIGUDEG,TEGALLEGA,2020,0
JAWA BARAT, BOGOR,TENJO,TAPOS,2020,0
JAWA BARAT, BOGOR,TENJO,CIOMAS,2020,0
JAWA BARAT, BOGOR,TENJO,BATOK,2020,9
JAWA BARAT, BOGOR,TENJO,BABAKAN,2020,6
JAWA BARAT, BOGOR,TENJO,TENJO,2020,0
JAWA BARAT, BOGOR,TENJO,CILAKU,2020,0
JAWA BARAT, BOGOR,TENJO,SINGABRAJA,2020,2
JAWA BARAT, BOGOR,TENJO,SINGABANGSA,2020,5
JAWA BARAT, BOGOR,TENJO,BOJONG,2020,0
JAWA BARAT, BOGOR,CIAWI,CILEUNGSI,2020,0
JAWA BARAT, BOGOR,CIAWI,CITAPEN,2020,3
JAWA BARAT, BOGOR,CIAWI,CIBEDUG,2020,2
JAWA BARAT, BOGOR,CIAWI,JAMBULUWUK,2020,5
JAWA BARAT, BOGOR,CIAWI,BANJARSARI,2020,3
JAWA BARAT, BOGOR,CIAWI,TELUK PINANG,2020,1
JAWA BARAT, BOGOR,CIAWI,BANJAR WARU,2020,0
JAWA BARAT, BOGOR,CIAWI,BENDUNGAN,2020,0
JAWA BARAT, BOGOR,CIAWI,PANDAN SARI,2020,0
JAWA BARAT, BOGOR,CIAWI,BOJONG MURNI,2020,0
JAWA BARAT, BOGOR,CIAWI,BANJAR WANGI,2020,2
JAWA BARAT, BOGOR,CIAWI,CIAWI,2020,0
JAWA BARAT, BOGOR,CIAWI,BITUNGSARI,2020,0
JAWA BARAT, BOGOR,CISARUA,BATULAYANG,2020,0
JAWA BARAT, BOGOR,CISARUA,JOGJOGAN,2020,0
JAWA BARAT, BOGOR,CISARUA,CIBEUREUM,2020,0
JAWA BARAT, BOGOR,CISARUA,CILEMBER,2020,5
JAWA BARAT, BOGOR,CISARUA,CITEKO,2020,0
JAWA BARAT, BOGOR,CISARUA,TUGU SELATAN,2020,1
JAWA BARAT, BOGOR,CISARUA,LEUWIMALANG,2020,3
JAWA BARAT, BOGOR,CISARUA,KOPO,2020,1
JAWA BARAT, BOGOR,CISARUA,TUGU UTARA,2020,0
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKAMAJU,2020,0
JAWA BARAT, BOGOR,MEGAMENDUNG,KUTA,2020,0
JAWA BARAT, BOGOR,MEGAMENDUNG,GADOG,2020,2
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKAKARYA,2020,0
JAWA BARAT, BOGOR,MEGAMENDUNG,MEGAMENDUNG,2020,0
JAWA BARAT, BOGOR,MEGAMENDUNG,CIPAYUNG DATAR,2020,0
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKAMANAH,2020,0
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKAGALIH,2020,0
JAWA BARAT, BOGOR,MEGAMENDUNG,CIPAYUNG GIRANG,2020,0
JAWA BARAT, BOGOR,MEGAMENDUNG,SUKAMAHI,2020,51
